RIO DE JANEIRO- RJ
"-22.90277778,-43.2075,A SORTE CHAMA,7074,R CONDE DE BONFIM,20520053,RIO DE JANEIRO,3253-0015,undefined,21"
",-22.92508333,-43.05513889,LARGO DA SORTE,3353,AV RUI BARBOSA,24310005,NITEROI,2616-0031,undefined,21"
",-22.88086111,-43.12797222,LOT ESP BAIRRO CHIC,3240,ALAMEDA SAO BOAVENTURA,24120191,NITEROI,2722-9991,undefined,21"
",-22.88525,-43.22502778,LOT ESPORTIVA  NITEROI,5616,R CEL GOMES MACHADO,24020065,NITEROI,2621-3265,undefined,21"
",-22.89308333,-43.12013889,LOTECOPA,3247,R DA CONCEICAO,24020081,NITEROI,2621-6471,undefined,21"
",-22.85986111,-43.09833333,LOTERIA BARRETO COM,23345,RUA DOUTOR MARCH,24110650,NITEROI,undefined,undefined,undefined"
",-22.87666667,-43.11058333,LOTERIA ILHA DA CONCEICAO,14366,R DAS AMENDOEIRAS,24050030,NITEROI,2719-3611,undefined,21"
",-22.94202778,-43.057,LOTERIA MOZART,14246,R VER JOSE VICENTE SOBRINHO,24110137,NITEROI,2694-1054,undefined,21"
",-22.89311111,-43.12013889,LOTERIA PAGA TUDO,14180,AV  ERNANI AMARAL PEIXOTO,24020077,NITEROI,3181-2280,undefined,21"
",-22.90822222,-43.10938889,LOTERIA PELICANO,12844,R CEL MOREIRA CESAR,24230053,NITEROI,2611-8835,undefined,21"
",-22.90508333,-43.112,LOTERIA PRESIDENTE BACKER,14579,R PRESIDENTE BACKER,24220045,NITEROI,2611-0915,undefined,21"
",-22.88338889,-43.10861111,LOTERIA SAO LOURENCO,6420,R CARLOS MAXIMIANO,24120000,NITEROI,2626-2041,undefined,21"
",-22.55769444,-43.12508333,LOTERIA VISCONDE DE ITABORAI,14238,R VISCONDE DO RIO BRANCO,24020000,NITEROI,3619-0086,undefined,21"
",-22.87105556,-43.09569444,LOTERIAS COM,21623,R DANIEL TORRES,24110465,NITEROI,2628-1911,undefined,21"
",-22.88502778,-43.05602778,LOTERIAS FERNANDES,3292,AV FELICIANO SODRE,24030010,NITEROI,2622-7135,undefined,21"
",-22.94172222,-43.02788889,LOTERIAS SOL ITAIPU,3396,ESTR  EWERTON C  XAVIER,24330280,NITEROI,2709-4814,undefined,21"
",-22.88333333,-43.10361111,LOTERICA ICARAI,15016,R LOPES TROVAO,24220071,NITEROI,2705-6783,undefined,21"
",-22.93597222,-43.06383333,LOTESHOP LOTERIAS,21558,ESTR  FRANCISCO DA CRUZ NUNES,24358350,NITEROI,2619-2364,undefined,21"
",-22.88333333,-43.10361111,LOTOSHOW,5608,R VISC RIO BRANCO,24020002,NITEROI,2719-4014,undefined,21"
",-22.89108333,-43.12266667,MALBERGIER LOTERIA  ESPORTIVA,3302,R SAO JOAO,24020040,NITEROI,2629-7781,undefined,21"
",-22.89961111,-43.12966667,MEGA MANIA,21620,TRAVESSA ALBERTO VITOR,24020300,NITEROI,3587-1652,undefined,21"
",-22.89611111,-43.1125,MONACO,21744,RUA XV DE NOVEMBRO,24020125,NITEROI,3587-1957,undefined,21"
",-22.94238889,-43.05784139,PONTO RARO LOTERIAS,6513,AV RUI BARBOSA,24360440,NITEROI,2610-8156,undefined,21"
",-22.90372222,-43.10483333,PREMIUM,21679,RUA DOMINGUES DE SA,24220090,NITEROI,3587-5020,undefined,21"
",-22.88855556,-43.12311111,RICA LOTERIAS,3296,R VISCONDE DE URUGUAI,24030073,NITEROI,2719-7099,undefined,21"
",-22.88333333,-43.10361111,SANTA FELICIDADE,6953,R CEL MOREIRA CESAR,24230065,NITEROI,2610-1072,undefined,21"
",-22.941,-43.05708333,TREVO PIRATININGA,3366,AV ALMIRANTE TAMANDARE,24350380,NITEROI,2619-6609,undefined,21"

CAMPOS DO GOYTACAZES- RJ

"-21.78330556,-41.30411111,AVENIDA LOTERIA,15407,AV SENADOR TARCISIO MIRANDA,28022041,CAMPOS DOS GOYTACAZES,2736-2407,undefined,22"
",-21.75936111,-41.33491667,BARAO LOTERIAS LTDA,7814,RUA BARAO DA LAGOA DOURADA,28035000,CAMPOS DOS GOYTACAZES,2723-4586,undefined,22"
",-20.84747222,-41.119,CAMPOS LOTO,4655,RUA  LACERDA SOBRINHO,28030002,CAMPOS DOS GOYTACAZES,2733-4401,undefined,22"
",-21.75841667,-41.32238889,CASA DA FORTUNA,19088,R JOAO PESSOA,28010250,CAMPOS DOS GOYTACAZES,2735-2266,undefined,22"
",-21.76005556,-41.33169444,CASA LOTERICA LUMABE,19432,R VOLUNTARIOS DA PATRIA,28030260,CAMPOS DOS GOYTACAZES,2722-3711,undefined,22"
",-21.94925,-41.13511111,CENTRAL DA SORTE,19274,AV BARROS BARRETO,28140000,CAMPOS DOS GOYTACAZES,2721-6644,undefined,22"
",-21.75416667,-41.32680556,LOTERIA ALTO ASTRAL,5321,AV ALBERTO TORRES,28035582,CAMPOS DOS GOYTACAZES,2725-3087,undefined,22"
",-21.75416667,-41.32444444,LOTERIA BEIRA RIO,4665,AV DEP BARTOLOMEU LIZANDRO,28080390,CAMPOS DOS GOYTACAZES,3055-1823,undefined,22"
",-21.54130556,-41.49755556,LOTERIA CAMPISTA,18242,RUA NAZARIO PEREIRA GOMES,28070205,CAMPOS DOS GOYTACAZES,2738-8795,undefined,22"
",-21.76016667,-41.32713889,LOTERIA ESTRELA DA SORTE,14760,AV VISCONDE DO RIO BRANCO,28025496,CAMPOS DOS GOYTACAZES,2734-6180,undefined,22"
",-21.76369444,-41.33447222,LOTERIA EXPRESSA,13088,RUA MANOEL TEODORO,28030490,CAMPOS DOS GOYTACAZES,2731-5529,undefined,22"
",-21.75545278,-41.31451944,LOTERIA MANIA DA SORTE,20639,RUA DOS GOYTACAZES,28026602,CAMPOS DOS GOYTACAZES,2726-4537,undefined,22"
",-21.76066944,-41.30597778,LOTERIA TALISMA,8075,AV ALBERTO LAMEGO,28015620,CAMPOS DOS GOYTACAZES,2722-2323,undefined,22"
",-21.83144444,-41.27352778,LOTERIAS MEGA SORTE,19435,AV RAUL SOUTO MAIOR,28110970,CAMPOS DOS GOYTACAZES,2733-3948,undefined,22"
",-21.72466667,-41.3155,LOTERIAS MEGA SORTE,20066,R SEN JOSE CARLOS PEREIRA PINTO,28083102,CAMPOS DOS GOYTACAZES,2724-0452,undefined,22"
",-21.75622222,-41.32108333,LOTERICA CENTRAL,12938,AVENIDA RUI BARBOSA,28013000,CAMPOS DOS GOYTACAZES,2723-6034,undefined,22"
",-22.04005556,-41.05041667,LOTERICA SAO TOME,19148,AV BOA VISTA,28000000,CAMPOS DOS GOYTACAZES,2747-5385,undefined,22"
",-21.77130556,-41.31327778,MANOLO LOTERIAS,18196,RUA PRINCESA ISABEL,28026140,CAMPOS DOS GOYTACAZES,99747-5506,undefined,22"
",-21.75416667,-41.32444444,MILIONARIA LOTERIAS,4663,RUA TENENTE CORONEL CARDOSO,28030002,CAMPOS DOS GOYTACAZES,99902-3690,undefined,22"
",-21.75766667,-41.323,MINA DE OURO,4652,AVENIDA SETE DE SETEMBRO,28010562,CAMPOS DOS GOYTACAZES,2722-0938,undefined,22"
",-21.743,-41.31313889,PALPITE CERTO,24386,AV. SEN. JOSE CARLOS PEREIRA PINTO,28083102,CAMPOS DOS GOYTACAZES,2731-1892,undefined,22"
",-21.75361111,-41.34436111,PENHA LOTERIAS,20158,RUA DR SILVIO BASTOS TAVARES,28051250,CAMPOS DOS GOYTACAZES,2732-3888,undefined,22"
",-22.71777778,-44.35138889,SORTE DO JOQUEI,20685,RUA DR RICARDO QUITETE,28020120,CAMPOS DOS GOYTACAZES,2736-2219,undefined,22"
",-21.76288889,-41.32338889,SORTE GRANDE LOTERIA,15085,RUA 13 DE MAIO,28010260,CAMPOS DOS GOYTACAZES,9979-6724,undefined,22"
",-21.76594444,-41.34363889,SUPER SORTE,19731,AV DR NILO PECANHA,28030035,CAMPOS DOS GOYTACAZES,2726-4873,undefined,22"

SÃO JOÃO DO MERITI - RJ
"-22.77488889,-43.35466667,CASA LOTERICA BOTANICO,24485,R JARDIM BOTANICO,25576140,SAO JOAO DE MERITI,7893-4280,undefined,21"
",-22.79938889,-43.36655556,CASA LOTERICA FLORES,24503,AV AUTOMOVEL CLUBE,25515126,SAO JOAO DE MERITI,7893-4280,undefined,21"
",-22.80394444,-43.37236111,CASA LOTERICA NOSSA REPUBLICA,3356,R ASSIA TANUS BEDRAN,25520560,SAO JOAO DE MERITI,2756-5169,undefined,21"
",-22.80388889,-43.37094444,CASA SORTE NOVA,17718,AV DOUTOR ARRUDA NEGREIROS,25520001,SAO JOAO DE MERITI,3756-0184,undefined,21"
",-22.77552778,-43.35927778,GURUS DA SORTE LTDA ME,3278,AV COMENDADOR TELES,25561161,SAO JOAO DE MERITI,2751-8627,undefined,21"
",-22.80772222,-43.35352778,KOQUI LOTERIAS LTDA,3273,RODOVIA PRESIDENTE DUTRA,25586140,SAO JOAO DE MERITI,2751-8343,undefined,21"
",-22.80344444,-43.37102778,LORD LEONARDO LOTERIAS LTDA,11623,RUA  DA MATRIZ,25520640,SAO JOAO DE MERITI,2756-1925,undefined,21"
",-22.79341667,-43.33675,LOTERIA ARARUAMA LTDA,24494,RUA DIONISIO ROCHA,25585230,SAO JOAO DE MERITI,7893-4280,undefined,21"
",-22.79125,-43.39558333,LOTERIA CALCADAO DE EDEN,24473,AV DR DELIO GUARANA,25545100,SAO JOAO DE MERITI,7893-4280,undefined,21"
",0,0,LOTERIA RIO VILLE,24484,AV AUTOMOVEL CLUBE,25565171,SAO JOAO DE MERITI,7893-4280,undefined,21"
",-22.77936111,-43.36983333,LOTERIA SORTE GRANDE DO VILAR,2371,AV PRESIDENTE LINCOLN,25555201,SAO JOAO DE MERITI,7843-4977,undefined,21"
",-22.77841667,-43.38788889,LOTERIA TRILHO DA SORTE,24504,RUA MATRIZ,25550170,SAO JOAO DE MERITI,7893-4280,undefined,21"
",-22.11102778,-43.38586111,LOTERIAS PE DE COELHO LTDA ME,7159,R ARNOUD GUEDES DE AMORIM,25550570,SAO JOAO DE MERITI,2751-2807,undefined,21"
",-22.79955556,-43.36119444,LUCADIS LOTERIA ESPORTIVA,15755,RUA SANTO ANTONIO,25515260,SAO JOAO DE MERITI,3753-8782,undefined,21"
",-22.77769444,-43.38358333,PENALTY LOTERIA DE NUMEROS LTDA,3352,R SAO JOAO BATISTA,25515520,SAO JOAO DE MERITI,2756-3423,undefined,21"
",-22.77577778,-43.36130556,SORTE MINHA LOTERIA ESPORTIVA,17667,AV COMENDADOR TELES,25575815,SAO JOAO DE MERITI,2752-8761,undefined,21"

PETROPOLIS - RJ
"-22.51494444,-43.17333333,CASA LOTERICA IMPERADOR,24373,RUA TERESA,25625017,PETROPOLIS,98875-8503,undefined,21"
",-22.40897222,-43.13686111,H M N LOTERIAS,474,ESTRADA UNIAO INDUSTRIA,25730735,PETROPOLIS,2222-1778,undefined,24"
",-22.50944444,-43.17611111,IMPERADOR LOTERIAS,9798,PCA DOM PEDRO,25620031,PETROPOLIS,2245-5859,undefined,24"
",-22.50805556,-43.18638889,IMPERIAL LOTERIAS,21729,RUA MONTECASEROS,25685006,PETROPOLIS,7834-3167,undefined,24"
",-22.49522222,-43.20047222,IMPERIO DA SORTE LOTERIAS,21758,RUA MOSELA,25675012,PETROPOLIS,7843-3787,undefined,21"
",-22.70852778,-43.37552778,ITA LOTERIAS,3332,ESTR. UNIAO INDUSTRIA,25750221,PETROPOLIS,2222-1792,undefined,24"
",-22.44254722,-43.13883333,LOT.E PAP.PLAZA CORREAS,6604,RUA AGOSTINHO GOULAO,25730050,PETROPOLIS,2221-3472,undefined,24"
",-22.71997222,-43.40288889,LOTERIA AVIZ,3238,R. IMPERADOR,25620002,PETROPOLIS,2245-9689,undefined,24"
",-22.505,-43.17861111,LOTERIA FONTE DA SORTE 100,13163,RUA TERESA,25635530,PETROPOLIS,2231-4874,undefined,24"
",-22.48672222,-43.15102778,LOTERIA NOVA PETROPOLIS,19115,R BERNARDO PROENÇA,25710082,PETROPOLIS,2280-1522,undefined,24"
",-22.50513889,-43.17880556,LOTERIA PETROSORTE,13164,RUA GENERAL RONDON,25650970,PETROPOLIS,2237-2190,undefined,24"
",-22.50508333,-43.17875,LOTERIA TIC E TAC,4040,ESTR.UNIAO E INDUSTRIA,undefined,25750221,PETROPOLIS,2223-2211,undefined,24"
",-22.50836111,-43.17033333,LOTERIAS ESTACAO,12713,RUA PAULO BARBOSA,25620100,PETROPOLIS,2237-6682,undefined,24"
",-22.51166667,-43.17805556,LOTERIAS JOAOSINHO,5655,R .GENERAL OSORIO,25620160,PETROPOLIS,2246-3504,undefined,24"
",-22.51102778,-43.20272222,LOTOPAR LOT E PAPEL,3333,RUA BINGEN,25660003,PETROPOLIS,2292-0024,undefined,24"
",-22.51219444,-43.17811111,TALISMA CASA LOT ME,3347,RUA IMPERADOR,25620001,PETROPOLIS,2237-1823,undefined,0000"

VOLTA REDONDA - RJ
"-22.52322222,#VALOR!,APOSTA CERTA DO MILENIO,13614,AV FRANCISCO C TORRES 362,27286440,VOLTA REDONDA,3338-0838,undefined,24"
",-22.52319444,#VALOR!,BAZILIO LOTERIAS,14801,RUA LUIZ ALVES PEREIRA,27213240,VOLTA REDONDA,3343-5217,undefined,24"
",-22.52277778,-44.10425,BAZILIO LOTERIAS,15073,RUA 25,27260160,VOLTA REDONDA,3348-5557,undefined,24"
",-22.52319444,-44.10452778,BAZILIO LOTERIAS,5337,AVENIDA SAVIO  C A GAMA,27281421,VOLTA REDONDA,3341-2303,undefined,24"
",-22.52316667,-44.10436111,CASA LOTERICA IRMAOS ALMEIDA LTDA,6777,AV SAVIO C A GAMA,27281422,VOLTA REDONDA,3345-8381,undefined,24"
",-22.52305556,-44.10416667,DAMA DE OURO LOTERIAS LTDA,5343,RUA 1 DE MAIO,27211130,VOLTA REDONDA,3337-5300,undefined,0000"
",-22.51022222,-44.07052778,LOTERIA ALIANCA,19228,RUA RIO NEGRO 151,27250150,VOLTA REDONDA,3350-2046,undefined,24"
",-22.91180556,-44.10505556,LOTERIA BOA DICA,19650,AV 4,27259030,VOLTA REDONDA,3341-8468,undefined,24"
",-22.50025,-44.12155556,LOTERIA BOA DICA,19394,AV. ANTONIO ALMEIDA,27277330,VOLTA REDONDA,3345-6376,undefined,24"
",-22.48941667,-44.06725,LOTERIA CIDADE DO ACO LTDA,13625,RUA JAYME MARTINS,27210070,VOLTA REDONDA,3338-2979,undefined,0000"
",-22.50744444,-44.09308333,LOTERIA DO ATERRADO,23565,AV PAULO DE FRONTIN,27215580,VOLTA REDONDA,3347-0864,undefined,24"
",-22.51769444,-44.11002778,LOTERIA SIDERURGICA,23583,RUA 2,27263450,VOLTA REDONDA,9825-7270,undefined,24"
",-22.52338889,-44.10458333,LOTERIA VASCONCELOS LTDA ME,5334,RUA NAPOLEAO LAUREANO,27262610,VOLTA REDONDA,3343-3404,undefined,24"
",-22.49194444,-44.09194444,LOTERIA VOLDAC LTDA ME,21391,AVENIDA NOSSA SENHORA DO AMPARO,27285412,VOLTA REDONDA,3346-6511,undefined,24"
",-22.52330556,-44.10425,LOTERIA VOLTA REDONDA LTDA ME,5348,AV LUCAS EVANGELISTA DE O FRANCO,27215070,VOLTA REDONDA,3338-8666,undefined,0000"
",-22.51836111,-44.10711111,LOTERIAS GACEMSS,22085,RUA GENERAL OSWALDO PINTO DA VEIGA,27260140,VOLTA REDONDA,3343-4203,undefined,24"
",-22.51166667,-44.08630556,PONTE ALTA LOTERIA LTDA,19292,AV AMARAL PEIXOTO,27253223,VOLTA REDONDA,3342-3344,undefined,0000"
",-22.52369444,-44.10483333,PREMIOS DE V REDONDA,5342,RUA SAO JOAO 23,27253360,VOLTA REDONDA,3348-9314,undefined,24"

MAGÉ - RJ

"-22.85138889,-43.57122222,D REBELLO E FILHOS,3368,R DR SIQUEIRA,25900000,MAGE,2633-3444,undefined,21"
",-22.56027778,-43.55166667,FLOR DE LOTUS,21644,RUA WALDEMAR LIMA TEIXEIRA,25920000,MAGE,2630-1923,undefined,21"
",-22.58897222,-43.18616667,IMPERIO DA LOTERIA,23122,AV AUTOMOVEL CLUBE,25935000,MAGE,8897-7944,undefined,21"
",-22.65277778,-43.04055556,LOTERIA DO PEDRINHO,3259,AV PE ANCHIETA,25900000,MAGE,2633-3570,undefined,21"
",-22.65277778,-43.04055556,LOTERIA ESP MOURA DE PIABETA,7405,RUA BRASIL,25900000,MAGE,2659-5032,undefined,21"
",-22.61197222,-43.17383333,LOTERIA GUARANI,23121,RUA GUARANI,25915000,MAGE,8604-1380,undefined,21"
",-22.65869444,-43.03725,LOTERIA MALA CHEIA,19328,PRACA ROBERTO SILVEIRA,25900043,MAGE,2633-4595,undefined,21"
",-22.61272222,-43.17872222,LOTERIA MARGUERITA,3304,RUA PAULO LAVOIER,25915000,MAGE,2650-9184,undefined,21"
",-21.89472222,-42.73813889,LOTERIA SURUI,23124,RUA CAPITAO JOSE DE PAULA,25922440,MAGE,2647-5083,undefined,21"
",-22.70691667,-43.15963889,PORTAL DA SORTE,13428,ESTRADA REAL DE MAUA,25930000,MAGE,2631-2772,undefined,21"
",-22.59336111,-46.18691667,PREMIADA LOTERIAS,7406,AV AUTOMOVEL CLUB,25900000,MAGE,3655-5322,undefined,21"

ITABORAI - RJ
"-20.65475,-40.47144444,JH2 LOTERIA,19226,RUA ACACIO CAMPOS DOS SANTOS,24800021,ITABORAI,98897-7944,undefined,21"
",-22.74722222,-42.85805556,MAE E FILHO LOTERIAS,3250,AV. 22 DE MAIO,24800097,ITABORAI,2635-3309,undefined,21"
",-22.72983333,-42.94894444,REAL MADRI LOTERIA,23229,RUA DJALMA LEMOS,24866588,ITABORAI,7822-2101,undefined,21"
",-22.73727778,-42.83677778,SAS LOTERIAS,3275,R CESAR XARA,24800000,ITABORAI,2635-7434,undefined,21"
",-22.77322222,-42.92258333,SHOPPING DA SORTE,13996,RUA JOSEFA FERREIRA BARBOSA,24800000,ITABORAI,3638-3554,undefined,21"

MACAÉ - RJ
"-22.37638889,-41.77677778,GOL DE PLACA,7779,AVENIDA RUI BARBOSA,27910361,MACAE,2770-0636,undefined,22"
",-22.37558333,-41.77672222,IMPERATRIZ LOTERIA,5299,RUA PEREIRA DE SOUZA,27913110,MACAE,2770-0636,undefined,22"
",-22.36994444,-41.79411111,LOTERIA AROEIRA,8070,RUA ALCIDES MOURAO,27900000,MACAE,2762-1369,undefined,22"
",-22.38252778,-41.76805556,LOTERIA BOA SORTE,19437,AV RUI BARBOSA,27915012,MACAE,99777-7763,undefined,22"
",-22.40433333,-41.80583333,LOTERIA CAVALEIROS,20159,RUA DOLORES CARVALHO DE VASCONCELLO,27933000,MACAE,2773-4039,undefined,22"
",-22.38033333,-41.77647222,LOTERIA DA PRAIA,5676,AV PAPA JOAO XXIII,27913200,MACAE,2762-3162,undefined,22"
",-22.34377778,-41.76422222,LOTERIA DO AEROPORTO,20160,RUA 11,27950110,MACAE,2763-7461,undefined,22"
",-22.37686111,-41.77794444,LOTERIA ESTRELA GUIA,24375,RUA TENENTE RUI LOPES RIBEIRO,27910330,MACAE,2721-0803,undefined,22"
",-22.36108333,-41.77286111,LOTERIA GOTA DE OURO LTDA,15282,AV LUIZ LIRIO,27973010,MACAE,2762-1378,undefined,22"
",-22.37780556,-41.78341667,LOTERIA MIRAMAR,19436,RUA SANTOS MOREIRA,27943200,MACAE,98127-7297,undefined,22"
",-22.30433333,-41.72261111,LOTERICA LAGOMAR,20106,AV DOUTOR SERGIO VIEIRA DE MELLO,27966620,MACAE,2791-1146,undefined,22"
",-22.37105556,-41.77852778,LOTO LIDER,6730,AV RUI BARBOSA,27910362,MACAE,2757-1376,undefined,22"
",-22.37752778,-41.77769444,MINA DA SORTE LOTERICA,20228,RUA VEREADOR MANOEL BRAGA,27910350,MACAE,2772-6286,undefined,22"
",-22.42944444,-41.87222222,POTE DE OURO,5309,RUA MARECHAL DEODORO,27910310,MACAE,2762-9656,undefined,22"

CABO FRIO - RJ
"-22.87816667,-42.01666667,7 DE OUROS,6419,AV  ASSUNCAO,28906200,CABO FRIO,2647-5472,undefined,22"
",-22.88547222,-42.65138889,KES SORTE LOTERIAS,21619,AV TEIXEIRA E SOUZA,28907410,CABO FRIO,2643-6635,undefined,22"
",-22.8795,-42.02097222,LOBOTECA,3306,R ERICO COELHO,28905080,CABO FRIO,2643-1068,undefined,22"
",-22.87002778,-42.02205556,LOTERIA CABO FRIO,24497,RUA SAMUEL BESSA,28922136,CABO FRIO,7893-4280,undefined,21"
",-22.83608611,-42.02924722,LOTERIA JARDIM ESPERANCA,13676,AV ESIO CARDOSO DA FONSECA,28920000,CABO FRIO,2629-4335,undefined,22"
",-22.82788889,-42.00680556,LOTERIA TANGARA,24397,ESTRADA DE BUZIOS,28922270,CABO FRIO,99996-2143,undefined,24"
",-22.87933333,-42.01977778,LOTERIA ZEBRINHA,3378,R DR JOSE WATZ FILHO,28905270,CABO FRIO,2645-0092,undefined,22"
",-22.64308333,-42.00480556,LOTERIAS MIX,20149,RODOVIA AMARAL PEIXOTO,28927000,CABO FRIO,2646-1012,undefined,22"
",-22.87816667,-42.01669444,LOTS SETE DE OURO,3372,AV JULIA KUBITSCHECK,28905000,CABO FRIO,2643-7185,undefined,22"
",-22.88041667,-42.01666667,LUSOTECALOTERIAS,3283,R JOSE BONIFACIO,28907110,CABO FRIO,2643-2297,undefined,22"
",-22.89066667,-42.04058333,ZEBRINHA,3285,AV JOAQUIM NOGUEIRA,28909490,CABO FRIO,9217-4246,undefined,22"

NOVA FRIBURGO - RJ
"-22.41361111,-42.65861111,LOTERIA PONTE DA FORTUNA,10737,Rua Farinha Filho,28625610,NOVA FRIBURGO,2523-1525,undefined,22"
",-22.27894444,-42.53397222,ESPERANCA LOTERIA,17651,RUA FRANCISCO MIELE,28625020,NOVA FRIBURGO,2526-9114,undefined,22"
",-22.97258333,-43.20366667,FREE PLAY,8374,Av Alberto Braune,28610100,NOVA FRIBURGO,2523-4445,undefined,22"
",-22.30766667,-42.54047222,LOTERIA BOA SORTE,3320,AV.JULIO ANTONIO THURLER,28620000,NOVA FRIBURGO,2522-7665,undefined,22"
",-22.28916667,-42.53269444,LOTERIA CAMPESINA,3265,RUA LEUENROTH,28613130,NOVA FRIBURGO,99231-2180,undefined,22"
",-22.28211111,-42.53125,LOTERIA OURO PRETO,10084,RUA PLACIDO LOPES MARTINS,28635060,NOVA FRIBURGO,2527-7163,undefined,22"
",-22.28819444,-42.53408333,LOTERIA POTE DE OURO,13335,PRACA MARCILIO DIAS,28625090,NOVA FRIBURGO,2533-7931,undefined,22"
",-22.282,-42.53102778,MAPA DA MINA,3376,Rua José de Queiroz,28633500,NOVA FRIBURGO,2527-5513,undefined,22"
",-22.28108333,-42.53366667,MEGA SORTE LOTERIAS,13874,RUA  ERNESTO  BASILIO,28610120,NOVA FRIBURGO,2523-2626,undefined,0000"
",-22.34711111,-42.32261111,PE QUENTE DA SERRA,19988,RUA DUQUE DE CAXIAS,28613060,NOVA FRIBURGO,2542-9679,undefined,22"
",-22.27961111,-42.53172222,PONTE DE OURO LOTERIAS LTDA,19187,R MAJOR AUGUSTO MARQUES BRAGA,28610210,NOVA FRIBURGO,2522-5097,undefined,22"
",-22.28930556,-43.53183333,ROLA SORTE,6729,r moises amelio,28613000,NOVA FRIBURGO,2523-8536,undefined,22"
",-22.42611111,-42.64777778,SHOW DE BOLA,9910,RUA MONTE LIBANO,28610460,NOVA FRIBURGO,2523-9413,undefined,22"
",-22.30508333,-42.54052778,SHOW DE PREMIOS LOTERIAS,7369,R VICENTE SOBRINHO,28623400,NOVA FRIBURGO,2521-5557,undefined,22"

ANGRA DOS REIS - RJ
"-22.97333333,-44.2975,CASA LOTERICA JAPUIBA LTDA ME,21387,RUA JAPORANGA,23934055,ANGRA DOS REIS,3368-8163,undefined,0000"
",-22.96227778,-44.43847222,FRALOT LOTERIAS LTDA,19393,RUA JOAO BRUNO,23900000,ANGRA DOS REIS,3369-2332,undefined,24"
",-22.99719444,-44.02316667,LOTERIA JACUECANGA LTDA,24420,AV CONDE MAURICIO DE NASSAU,23914460,ANGRA DOS REIS,3361-3531,undefined,24"
",-22.70419444,-42.54475,LOTERICA ANGRA DOS REIS LTDA,23557,RUA DONA ANTONIA DE VILHENA S/N,23900580,ANGRA DOS REIS,99996-2143,undefined,24"
",-22.54481944,-44.17003333,LOTOCENTER PEREQUE,21424,RUA CARLOS DRUMONNT DE ANDRADE,23953130,ANGRA DOS REIS,3362-5887,undefined,24"
",-23.01663889,-44.53722222,PERCEGONI E SANTOS LOTERIAS LTDA,14742,AV DR FRANCISCO M DE CASTRO,23954210,ANGRA DOS REIS,99914-6464,undefined,24"
",-23.00663056,-44.53338333,R T M  ANGRA LOTERIA LTDA ME,15093,TRAV STA LUZIA 17 TERREO,23900570,ANGRA DOS REIS,3367-1617,undefined,0000"
",-23.01166667,-44.31916667,ROTA DA SORTE,14399,AVENIDA RAUL POMPEIA,23900425,ANGRA DOS REIS,3367-2133,undefined,0000"

BARRA MANSA - RJ
"-22.54158333,-44.16911111,LOTERIA ANO BOM LTDA ME,5341,RUA JOSE MARIA DE MELLO COSTA,undefined,27323630,BARRA MANSA,3322-0232,undefined,24"
",-22.54561111,-44.17208333,LOTERIA DO LAZER LTDA ME,19447,RUA RIO BRANCO,27330030,BARRA MANSA,3323-6622,undefined,02"
",-22.54597222,-44.16902778,LOTERIA MARAJA,5345,AV JOAQUIM LEITE,27330041,BARRA MANSA,3328-4823,undefined,0000"
",-22.54233333,-44.17675,LOTERIAS ALIANCA,21393,AV DOMINGOS MARIANO,27345310,BARRA MANSA,3323-0830,undefined,0000"
",-22.5455,-44.17091667,LOTERIAS MUNDIAL,5323,RUA JOSE CARDOSO GUIMARAES COTIA,27310260,BARRA MANSA,3322-4911,undefined,24"
",-22.54416667,-44.11472222,LOTERIAS NOVE DE ABRIL LTDA ME,21402,R LACYR SCHETTINO,27335270,BARRA MANSA,3342-2747,undefined,24"
",-22.57611111,-44.17305556,LOTERIAS SANTA CLARA LTDA ME,22003,ROD PRESIDENTE VARGAS,27340002,BARRA MANSA,3328-2933,undefined,24"
",-22.51555556,-44.19722222,LOTERIAS VISTA ALEGRE LTDA ME,21396,RUA CRISTIANO REIS M FILHO,27320010,BARRA MANSA,99315-4224,undefined,24"
",-22.54180556,-44.15611111,SORTE DA FELICIDADE LOTERIA LTDA ME,19271,RUA PREFEITO FERES NADER,27338080,BARRA MANSA,3322-3718,undefined,24"
",-22.52338889,-44.18722222,VILA DA SORTE LOTERIAS,5340,R ARTHUR OSCAR,27321500,BARRA MANSA,3324-8635,undefined,24"

MESQUITA - RJ
"-22.83869444,-43.18158333,J V LOTERIAS E REPRESENTACAO,3270,R Maria Mendes Vechi,26553070,MESQUITA,2796-0048,undefined,21"
",-5.382277778,-49.08730556,LOTERIA PRESIDENTE JUSCELINO,24474,RUA MARCIAL,26550800,MESQUITA,7893-4280,undefined,21"
",-22.77777778,-43.41388889,LOTERICA BANCO DE AREIA,24475,AV GOVERNADOR CELSO PECANHA,26570000,MESQUITA,7893-4280,undefined,21"
",-22.78733333,-43.42441667,MEGA SONHO,20644,RUA AMBROSIO,26580250,MESQUITA,3763-1105,undefined,21"
",-22.78483333,-43.43058333,MESQUITINHA DA SORTE,14496,RUA EMILIO GUADAGNY,26553160,MESQUITA,2697-0211,undefined,21"
",-22.79269444,-43.41630556,PEGA A SORTE,24467,RUA COSMORAMA,26582020,MESQUITA,3746-0907,undefined,21"

TERESOPOLIS - RJ
"-22.41075,-42.96533333,CASA ESPERANCA,14595,AV. JOSE J. A. REGADAS,25953040,TERESOPOLIS,2643-2800,undefined,21"
